number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price,review_pro
92,https://www.tripadvisor.com/Restaurants-g60713-oa60-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,89. Good Mong Kok Bakery,"“We ordered shrimp dumplings, pork dumplings , Bbq steamed bun, pineapple bun a...”","“We ordered shrimp dumplings, pork dumplings , Bbq steamed bun, pineapple bun a...”",45,246,"Chinese, Fast Food",$,cheap_eats,San Francisco's best dim sum by The Mercury News
93,https://www.tripadvisor.com/Restaurants-g60713-oa60-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,90. Oren's Hummus,“A great place that specializes in Mediterranean dishes such as hummus and ske...”,“A great place that specializes in Mediterranean dishes such as hummus and ske...”,45,72,"Middle Eastern, Israeli",$$ - $$$,mid_range,
94,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,Surisan,“We ordered the K- burrito and K-tacos.”,“We ordered the K- burrito and K-tacos.”,45,294,"Asian, Korean",$$ - $$$,mid_range,
95,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,91. Swan Oyster Depot,"“Had the Crab Back, Crab Legs and the Clam Chowder all of which was delicious...”","“Had the Crab Back, Crab Legs and the Clam Chowder all of which was delicious...”",45,733,"American, Seafood",$$ - $$$,mid_range,16 Must-Try Restaurants in San Francisco by Eater
96,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,92. Firenze By Night,"“I enjoyed the Eggplant Parmesan for my main course, it was delicious as well.”","“I enjoyed the Eggplant Parmesan for my main course, it was delicious as well.”",45,485,Italian,$$ - $$$,mid_range,
97,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,93. Spruce,“ Beignets - delicious!”,“ Beignets - delicious!”,45,435,American,$$$$,fine_dining,The Bay Area's 2019 Michelin-starred restaurants by The Mercury News
98,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,94. Darren's Cafe,“Darren’s Cafe Pho is the perfect soup for the cold weather.”,“Darren’s Cafe Pho is the perfect soup for the cold weather.”,45,486,"American, Cafe",$,cheap_eats,
99,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,95. Cliff House,“Eggs San Francisco with Dungeness Crab abd brandy cream sauce is to die for!”,“Eggs San Francisco with Dungeness Crab abd brandy cream sauce is to die for!”,45,1839,"American, Seafood",$$ - $$$,mid_range,
100,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,96. Waterbar,“The swordfish was particularly delicious.”,“The swordfish was particularly delicious.”,45,1481,"American, Seafood",$$$$,fine_dining,The 100 most scenic restaurants in the US by Business Insider
101,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,97. Hopwater Distribution,"“... be beat—try the rock cod sandwich, the Dungeness tater tots , and the fries!”","“... be beat—try the rock cod sandwich, the Dungeness tater tots , and the fries!”",45,163,"American, Bar",$$ - $$$,mid_range,
102,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,98. 4505 Burgers & BBQ,“I like that you can also get your meat on a salad .”,“I like that you can also get your meat on a salad .”,45,283,"American, Barbecue",$$ - $$$,mid_range,
103,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,99. Ristorante Ideale,"“The mixed seafood grill and the salad were wonderful, cooked well and the pre...”","“The mixed seafood grill and the salad were wonderful, cooked well and the pre...”",45,415,"Italian, Pizza",$$ - $$$,mid_range,
104,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,100. Cotogna,“We finished with home made gelato and it was a very pleasant end to the evening.”,“We finished with home made gelato and it was a very pleasant end to the evening.”,45,482,"Italian, Pizza",$$ - $$$,mid_range,
105,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,101. Ryoko's Japanese Restaurant & Bar,“This is the freshest sushi I have ever had and I highly recommend the tuna roll.”,“This is the freshest sushi I have ever had and I highly recommend the tuna roll.”,45,699,"Japanese, Sushi",$$ - $$$,mid_range,17 Reliable Places to Eat Around Union Square by Eater
106,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,102. Woodhouse Fish Company,“Probably the best Clam Chowder I had in San Fran.”,“Probably the best Clam Chowder I had in San Fran.”,45,223,"American, Seafood",$$ - $$$,mid_range,
107,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,103. Street Taco,“These were great street tacos !”,“These were great street tacos !”,45,129,"Mexican, Latin",$,cheap_eats,
108,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,104. Stacks',"“Pancakes were divine as was eggs Benedict , and a roast beef panini.”","“Pancakes were divine as was eggs Benedict , and a roast beef panini.”",45,232,"American, Cafe",$$ - $$$,mid_range,
109,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,105. City View Restaurant,“... crowd here is knowledgeable abut dumplings and comes here with a purpose.”,“... crowd here is knowledgeable abut dumplings and comes here with a purpose.”,45,529,"Chinese, Asian",$$ - $$$,mid_range,
110,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,106. Shizen,“Amazing Vegetarian Sushi but prepare to yelp pre-booking ideas and/or wait fo...”,“Amazing Vegetarian Sushi but prepare to yelp pre-booking ideas and/or wait fo...”,45,108,"Japanese, Sushi",$$ - $$$,mid_range,San Francisco Hidden Gems by SmarterTravel
111,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,107. The New Spot On Polk,“After visiting a different burger bar t...”,“After visiting a different burger bar t...”,45,73,"American, Cafe",$$ - $$$,mid_range,
112,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,108. Flour + Water,"“We enjoyed taleggio scarpinocc, Pizza margherita, tagliatelle with veal bolog...”","“We enjoyed taleggio scarpinocc, Pizza margherita, tagliatelle with veal bolog...”",45,348,"Italian, Pizza",$$ - $$$,mid_range,San Francisco by DameTraveler
113,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,109. Thanh Long,“Best roasted crab and garlic noodles !”,“Best roasted crab and garlic noodles !”,45,296,"Seafood, Asian",$$ - $$$,mid_range,
114,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,110. Greens Restaurant,“... a black bean chili and a small toma...”,“... a black bean chili and a small toma...”,45,1042,American,$$ - $$$,mid_range,The 22 Best Vegetarian Restaurants in America by Thrillist
115,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,111. Ramen Underground,“The best ramen!!”,“The best ramen!!”,45,234,"Japanese, Asian",$,cheap_eats,
116,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,112. Venticello Ristorante,“Here's what we ordered: Meatballs Eggplant parmesan Warmed olives Salmon Skir...”,“Here's what we ordered: Meatballs Eggplant parmesan Warmed olives Salmon Skir...”,45,338,Italian,$$ - $$$,mid_range,San Francisco by DameTraveler
117,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,113. Michael Mina,“Several of us had Lobster in the 3rd course and lamb in the 4th course.”,“Several of us had Lobster in the 3rd course and lamb in the 4th course.”,45,629,"American, Bar",$$$$,fine_dining,The Bay Area's 2019 Michelin-starred restaurants by The Mercury News
118,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,114. Perbacco,“Started with a wonderful FRITTO MISTO .”,“Started with a wonderful FRITTO MISTO .”,45,819,Italian,$$$$,fine_dining,
119,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,115. Delarosa,“Really liked my the chicken parmesan .”,“Really liked my the chicken parmesan .”,45,306,"Italian, Pizza",$$ - $$$,mid_range,
120,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,116. Tacolicious,“... new and different: my favorite is the raw tuna and avocado tostada.”,“... new and different: my favorite is the raw tuna and avocado tostada.”,45,346,"Mexican, Latin",$$ - $$$,mid_range,The Best Cinco de Mayo Specials and Celebrations in San Francisco by Thrillist
121,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,117. Bix,“I think I ordered badly because the swordfish was just underwhelming.”,“I think I ordered badly because the swordfish was just underwhelming.”,45,532,"American, Soups",$$$$,fine_dining,
122,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,118. Ristorante parma,“Authentic and fun”,“Authentic and fun”,45,219,Italian,$$ - $$$,mid_range,
123,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,119. Woodhouse Fish Company,“I also had a 1/2 dozen oysters which were impeccably fresh and tasty.”,“I also had a 1/2 dozen oysters which were impeccably fresh and tasty.”,45,274,"American, Seafood",$$ - $$$,mid_range,
124,https://www.tripadvisor.com/Restaurants-g60713-oa90-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,120. Little Star Pizza,“Pizza”,“Pizza”,45,185,"Italian, Pizza",$$ - $$$,mid_range,
125,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,Harborview Restaurant & Bar,“... except for the crab which is overpr...”,“... except for the crab which is overpr...”,45,28,"Chinese, Asian",$$ - $$$,mid_range,
126,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,121. 54 Mint,“Enjoy the Bucatini all'Amatriciana and finish with the Tiramisu .”,“Enjoy the Bucatini all'Amatriciana and finish with the Tiramisu .”,45,400,"Italian, Mediterranean",$$ - $$$,mid_range,
127,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,122. Park Tavern,“* One of our friends had the Salmon dish - The salmon was rare on the inside.”,“* One of our friends had the Salmon dish - The salmon was rare on the inside.”,45,407,"American, Bar",$$ - $$$,mid_range,The Best Brunches in San Francisco Right Now by Thrillist
128,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,123. Akiko's Sushi Bar and Restaurant,“Best sushi and salmon Teriaki”,“Best sushi and salmon Teriaki”,45,488,"Japanese, Sushi",$$ - $$$,mid_range,
129,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,124. Joanie's Happy Days Diner,“My wife had the Denver omelet and I had the breakfast burrito .”,“My wife had the Denver omelet and I had the breakfast burrito .”,45,662,"American, Cafe",$$ - $$$,mid_range,
130,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,125. La Marsa,“Best lamb shank ever”,“Best lamb shank ever”,45,101,"Mediterranean, Tunisian",$$ - $$$,mid_range,
131,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,126. Yank Sing - Stevenson St.,"“Delicious jasmine tea, explosively yummy soup dumplings , warm creamy ahn tat...”","“Delicious jasmine tea, explosively yummy soup dumplings , warm creamy ahn tat...”",45,942,"Chinese, Asian",$$ - $$$,mid_range,
132,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,127. Rose's Cafe,“... minestrone soup while my husband had a mixed green salad with chicken!.”,“... minestrone soup while my husband had a mixed green salad with chicken!.”,40,261,"American, Cafe",$$ - $$$,mid_range,
133,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,128. Limon Rotisserie,"“We tried the chocolate lava cake, tres leches , and a smooth flan-like dessert...”","“We tried the chocolate lava cake, tres leches , and a smooth flan-like dessert...”",45,284,"Peruvian, Latin",$$ - $$$,mid_range,
134,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,129. Crustacean,"“Formappetizer, we had the prawns wontons - fabulous!”","“Formappetizer, we had the prawns wontons - fabulous!”",40,420,"Seafood, Asian",$$$$,fine_dining,
135,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,130. Prospect,“Elegant Yet Comforable Fine Dining ”,“Elegant Yet Comforable Fine Dining ”,45,302,"American, Contemporary",$$$$,fine_dining,
136,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,131. Dragon Well,"“This version of it was outstanding, with lots of true prawns , not small shrim...”","“This version of it was outstanding, with lots of true prawns , not small shrim...”",45,185,"Chinese, Asian",$$ - $$$,mid_range,
137,https://www.tripadvisor.com/Restaurants-g60713-oa120-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2310,132. Alegrias Food From Spain,“The crab cakes where probably the most memorable.”,“The crab cakes where probably the most memorable.”,45,132,"Latin, Mediterranean",$$ - $$$,mid_range,
